full_text,normalized
dah mo meledak ni kepala gara gara tka,sudah mau meledak nih kepala gara gara tka
bisa bisanya temen gue malah suka sama tka mtk... emang psikopat...,bisa bisanya teman gue malah suka sama tka matematika memang psikopat
ptn! guruku bilang paket c bisa ikut snbp krna ada tka. itu bener ga sih?,guruku bilang paket sih bisa ikut snbp karena ada tka itu benar tidak sih
"Kayak, h-5 tka lebih push latsol dan semangat belajar hilang ya Allah. Hayuk semangat 🙏🏻",kayak h tka lebih push latihan soal dan semangat belajar hilang ya allah hayuk semangat
"list setelah tka

1. lanjutin rewatch one piece
2. balik ke nomor 1",list setelah tka lanjutkan rewatch one piece balik ke nomor
"mau mati. tka udah mau hitungan hari. dan guru guru gw ga berhenti henti ngasih tugas. kami ga pernah dicekokin materi tka. semuanya mandiri. kalo kata orang orang persiapan tka mereka mendadak, kami ga bersiap sama sekali. sekolah gila. mau mati.",mau mati tka sudah mau hitungan hari dan guru guru gue tidak berhenti henti mengasih tugas kami tidak pernah dicekokin materi tka semuanya mandiri kalau kata orang orang persiapan tka mereka mendadak kami tidak bersiap sama sekali sekolah gila mau mati
"Challenge buat yang TKA Gelombang 1, buat yang mau

Minggu besok off semua medsos. Ga usah pantau X, ga usah pantau tiktok. Terserah mau belajar atau dipake nyantai

Dijamin hari Senin ngerjain TKA dalam keadaan damai",challenge buat yang tka gelombang buat yang mau minggu besok off semua medsos tidak usah pantau kali tidak usah pantau tiktok terserah mau belajar atau dipakai nyantai dijamin hari senin ngerjain tka dalam keadaan damai
takut bgt ngeliat TKA,takut banget melihat tka
"sch! guys nanti pas jawab soal TKA kita klik simpan jawaban tiap ngerjain 1 soal atau lgsg klik selanjutnya trs klik simpan jawaban di akhir? (aku pas gladi dikasi tau buat lgsg klik selanjutnya aja, tp pas tanya ke temen2 katanya klik simpan dulu)",guys nanti pas jawab soal tka kita klik simpan jawaban tiap ngerjain soal atau langsung klik selanjutnya terus klik simpan jawaban di akhir aku pas gladi dikasi tau buat langsung klik selanjutnya saja tapi pas tanya ke teman katanya klik simpan dulu
Dia pusing soalnya mau berhadapan sama TKA,dia pusing soalnya mau berhadapan sama tka
gak kuat bgt pls sama tka” ini mau nangis aja udah gak adaa energi 😭😭 bener” capek bgttt ih,tidak kuat banget tolong sama tka ini mau menangis saja sudah tidak ada energi benar capek banget ih
gen ask tka itu apa??😔,gen ask tka itu apa
siapa yang dah nyerah sama TKA kimia? aku aku☝🏻☝🏻,siapa yang sudah nyerah sama tka kimia aku aku
sampai sekarang berpikir kenapa TKA bisa pilih fiskim😇,sampai sekarang berpikir kenapa tka bisa pilih fiskim
"Bagi kalian anak kelas 12 yang masih gak peduli politik. 

Ingat, TKA ada karena kebijakan dari menteri pendidikan yang menjabat sekarang. 

Lalu, siapa yang pilih menterinya? 

Presiden, kan?

Siapa yang pilih presidennya? 
58%

Jogetin aja 😜

- hanya sekadar opini pribadi",bagi kalian anak kelas yang masih tidak peduli politik ingat tka ada karena kebijakan dari menteri pendidikan yang menjabat sekarang lalu siapa yang pilih menterinya presiden kan siapa yang pilih presidennya berjoget saja hanya sekadar opini pribadi
guru English ku ngga membahas materi tka samsek💔,guru english ku tidak membahas materi tka samsek
kelar tka gas pkpm dh 😢 mau gamau hrus berdamai dgn hitung2an,kelar tka gas pkpm dah mau tidak mau harus berdamai dengan hitungan
takut ga bisa jawab tka besok....,takut tidak bisa jawab tka besok
"gara gara kemaren tu upacara tp kelasku ga diinfokan, kondisi gerimis, kami gada yg bawa topi. dan ga expect upacara juga org ada gladi tka (kami gel 1 sesi 1)",gara gara kemarin itu upacara tapi kelasku tidak diinfokan kondisi gerimis kami tidak ada yang bawa topi dan tidak eect upacara juga orang ada gladi tka kami gel sesi
"Menjelang november beneran depresi.
1. TKA makin deket + simulasi gak jelas
2. Belum merasa paham sama semua materinya
3. Belum dapet Anaxa
4. Nangisin Phainon ke-33550336 setelah liat leaks di tele 😭",menjelang november benaran depresi tka makin dekat simulasi tidak jelas belum merasa paham sama semua materinya belum dapat anaxa nangisin phainon ke setelah lihat leaks di tele
besok ak mau ikut zoom tka eko,besok aku mau ikut zoom tka eko
day 2 gladi bersih TKA hADUHHH MALAZZ,day gladi bersih tka aduh malazz
akt 26 tuh berarti belajar tugas sekolah+tka+utbk???,angkatan tuh berarti belajar tugas sekolahtkautbk
normal ngga stres H-beberapa hari tka pgn ngedaki 2 puncak ......,normal tidak stres hbeberapa hari tka pengin ngedaki puncak
hari ini terakhir pembinaan tka....aku ga siap tka...,hari ini terakhir pembinaan tkaaku tidak siap tka
mau fokus tka dulu boleh ga sii,mau fokus tka dulu boleh tidak sih
ini ga mw ada agenda bolos TKA satu angkatan...??? 🧍🏻‍♀️ #tka #hopeless #stress,ini tidak mau ada agenda bolos tka satu angkatan tka hopeless stres
Bsk tka gua gkmau burnout jadi mari kita tidur,besok tka gua gkmau burnout jadi mari kita tidur
hiburan agit yg stress tka,hiburan kelas tiga yang stres tka
kepalaku uda sakit bgt kayaknya udah saatnya tidur gn moots smoga tka kita 100 semua,kepalaku sudah sakit banget kayaknya sudah saatnya tidur begini moots semoga tka kita semua
"Guys, menteri @Abe_Mukti udah menanggapi perihal petisi pembatalan TKA, 'The show must go on'. So there's no way untuk pembatalan TKA. Namun, saya harap universitas² dapat mempertimbangkan kondisi angkatan 26 dengan segala ke-mendadak an nya itu sehingga bisa lebih bijak dalam -",guys menteri sudah menanggapi perihal petisi pembatalan tka the show must go on sok theres no way untuk pembatalan tka namun saya harap universitas dapat mempertimbangkan kondisi angkatan dengan segala kemendadak an nya itu sehingga bisa lebih bijak dalam
"ini siih, kemarin ak liat ada yg ngatain alay bla bla bla gara gara bikin petisi. padahal kalau mata dan otakny main mah harusnya bisa yah liat dulu isi petisinya sebelum ngatain adik adik 26. TKA cakupan materinya luas, sedangkan waktu luang kelas 12 tuh tau sendiri kan kek mana",ini sih kemarin aku lihat ada yang mengatai alay bla bla bla gara gara bikin petisi padahal kalau mata dan otakny main mah harusnya bisa ya lihat dulu isi petisinya sebelum mengatai adik adik tka cakupan materinya luas sedangkan waktu luang kelas tuh tau sendiri kan kayak mana
Setan dikasi cobaan TKA waktu SKS (sistem kebut sebulan) juga bakal tobat #gakuat,setan dikasi cobaan tka waktu sks sistem kebut sebulan juga bakal tobat tidak kuat
NGAMTOT IH liat moots ku yg sma pd misuh2in tka 😭,ngamtot ih lihat moots ku yang sama pada misuhin tka
hidup gonjang ganjing karena tka,hidup gonjang ganjing karena tka
"bayangin tka tanggal 3-6 trs tgl 17 masi ujian akhir semester ajg, ga bisa menikmati life as agit...",bayangkan tka tanggal terus tanggal masih ujian akhir semester ajg tidak bisa menikmati life as kelas tiga
"gose eps ini rame bgt yah,,, duh gabisa nonton ih💔💔💔💔abis tka ak janji buat maraton smua eps deh😿",gose episode ini rame banget ya duh tidak bisa menonton ihabis tka aku janji buat maraton semua episode deh
apes jer kartu tka gue ilang🥲,apes jer kartu tka gue hilang
"aku before tka
stress &gt;&gt; sakit 
mudah mudahan lgsung sehat😔",aku before tka stres gtgt sakit mudah mudahan langsung sehat
gw lebih milih ngafalin juz 30 sm juz 29 buat munaqosyah kaya di smp dibanding belajar tka anjrit imsostressed 🕺🏻,gue lebih memilih ngafalin juz sama juz buat munaqosyah kaya di sampai dibanding belajar tka anjrit imsostressed
Kalian kelar TKA nanti ada self reward ga? ptn!,kalian kelar tka nanti ada self reward tidak
"udah ya hospotnya aku matiin, sekarang kerjain latsol TKA kamu",sudah ya hospotnya aku matiin sekarang kerjain latihan soal tka kamu
"@vippiann @CErine_JKT48 udh si fokus tka dulu, baru nnti balik lg ke erine dengan hasil yg membanggakan. asekkk",sudah sih fokus tka dulu baru nanti balik lagi ke erine dengan hasil yang membanggakan asek
"Abis tka uas uprak sidang bkin laporan simulasi lsp, mati gw",habis tka uas uprak sidang bikin laporan simulasi lsp mati gue
asal masih ada waktu bisa kok jago semua mapel tka 😇☝️☝️,asal masih ada waktu bisa kok jago semua mata pelajaran tka
sesasi fullll ngedurrr all materi prepare TKA huhu #riptelak 😫😔,sesasi ful ngedur all materi prepare tka huhu riptelak
POKOKNYA HABIS TKA AKU MAU UPDATE HEADER TRUS UPLOAD KONTENNN DAN BERESIN LEMARII👹👹👹👹,pokoknya habis tka aku mau update header terus upload konten dan beresin lemarii
"hayyiee morning👋🏻 due to the recent situation, aku mutusin buat rest selama beberapa hari. minta doanya semoga tka aku lancar ya 🤍___🤍 semangat juga buat moots yang agit! buat yang pembersihan tolong jangan sapu aku ya t___t have a great day moots🫶🏻",hayyiee morning due try out the recent situation aku memutuskan buat rest selama beberapa hari meminta doanya semoga tka aku lancar ya semangat juga buat moots yang kelas tiga buat yang pembersihan tolong jangan sapu aku ya tt have a great day moots
semoga glaDi TkA hari enihj jghk lansyarr,semoga gladi tka hari enihj jghk lansyarr
"aku memilih jalan untuk ketika orang lain belajar jauh² hari, aku lebih baik belajar pas deket² hari h, aku baru belajar buat tka mulai besok yang bener² intens. karena kalo dari jauh² hari dapat dipastikan otaknya bakalan burn out parah, dan udah ga mood belajar, wkwkwk.",aku memilih jalan untuk ketika orang lain belajar jauh hari aku lebih baik belajar pas dekat hari h aku baru belajar buat tka mulai besok yang benar intens karena kalau dari jauh hari dapat dipastikan otaknya bakalan burn out parah dan sudah tidak mood belajar wkwkwk
"tp ternyata bnyakk yg ga stuju yaa sama tka, tp iyasih anak sma aja pada kewalahan yg notabenya tiap hari mwreka ke sekolah dan belajar beneran belajar, lha smk anyingg apa yg mau di harepin? sekolah bisa di itung jari tau2 tka tuh gimana??????",tapi ternyata bnyakk yang tidak setuju ya sama tka tapi iyasih anak sama saja pada kewalahan yang notabenya tiap hari mwreka ke sekolah dan belajar benaran belajar lah smk anyingg apa yang mau di harepin sekolah bisa di itung jari tau tka tuh bagaimana
"TKA bukann penentu masa depan, TKA bukan penentu masa depan TKA BUKAN PENENTU MASA DEPAN, kan?",tka bukann penentu masa depan tka bukan penentu masa depan tka bukan penentu masa depan kan
Kayaknya Sahroni pas ngeliat nilai TKA akt 26 lebih parah dari ijazah dia bakalan diketawain deh…😔,kayaknya sahroni pas melihat nilai tka angkatan lebih parah dari ijazah dia bakalan diketawain deh
ya allah ini TKA gimana....,ya allah ini tka bagaimana
sch! eh guys skul kalian pembagian ruang labkom buat tka gitu urut absen perkelas gitukah atau acak?,eh guys skul kalian pembagian ruang labkom buat tka begitu urut absen perkelas gitukah atau acak
sumpah gue sudah menyerah #gakwat tka,sumpah gue sudah menyerah gakwat tka
kayanya musuh kita di tka itu matwa ya #boikot 😮‍💨👺💢💢💯💯,kayanya musuh kita di tka itu matwa ya boikot
siapapun tadi isi live pondphuwin apa ya..... ak ketinggalan karena TKA BJIR 😔😔😔,siapapun tadi isi live pondphuwin apa ya aku ketinggalan karena tka bjir
akuuu tadi uda simulasi tka yeyeyeyy besOk mapel peminatan ^___&lt; 🍓🖐🏻🍥,aku tadi sudah simulasi tka yeyeyeyy besok mata pelajaran peminatan lantai
"sch! kakak-kakak saranin web/apk buat TO tka anak SMP dong, soalnya kebanyakan buat tka SMA aja, butuh bgt plc.",kakakkakak menyarankan webapk buat try out tka anak sampai dong soalnya kebanyakan buat tka sama saja butuh banget plc
ya Allah… aku takut bgt sama TKA…,ya allah aku takut banget sama tka
"sch! GUYS me mao nyicil belajar snbt &amp; tka. Tapi me bingung HARUS APA DULU... adakah saran for me? please jangan putus semangat belajarku alias bantu jawab dong temantimun, thank you &lt;3 😆🔥",guys me mau mencicil belajar snbt   tka tapi me bingung harus apa dulu adakah saran for me tolong jangan putus semangat belajarku alias bantu jawab dong temantimun thank you lantai
"list buku habis tka
1. wangsi-
1. pulang
2. yellow face
3. pride and prejudice
4. 1984",list buku habis tka wangsi pulang yellow face pride and prejudice
bahkan gw udah lupa pernah ikut TKA,bahkan gue sudah lupa pernah ikut tka
"pfft tka matem 30/100 jujur bego sii, i think like soal segampang tka pada ga bisa ngerjain anjj",pfft tka matem jujur bego sih i think like soal segampang tka pada tidak bisa ngerjain anjj
"buat tka yang curang, yang pake bocoran soal, yang bocorin soal, dll. gue doain lu yang jelek jelek babi anjing pukimak pepek",buat tka yang curang yang pakai bocoran soal yang bocorin soal dll gue doain kamu yang jelek jelek babi anjing pukimak pepek
Coba dari awal pasang Dorgu anjir,coba dari awal pasang dorgu anjir
"Hi, aku masi inget beberapa pola soal mat di TKA Sesi 1 tadi, kalo aku bikin thread tentang itu ada yang mau nitip gk ya? PTN!",hi aku masih ingat beberapa pola soal mat di tka sesi tadi kalau aku bikin thread tentang itu ada yang mau nitip tidak ya
"nasib angkatan 2026.. harus belajar snbt + TKA. tapi pemerintahan gajelas gimana bs push kedua itu biar stabil buat masa depan kita, kurikulum aja dari dulu gonta ganti mulu😭😭😭",nasib angkatan harus belajar snbt tka tapi pemerintahan tidak jelas bagaimana bisa push kedua itu biar stabil buat masa depan kita kurikulum saja dari dulu gonta ganti mulu
"Nilai rapor (murni) juga sama kayak nilai TKA, cuma 20 30 40 50 even yg dapet 70 aja udah Alhamdulillah. Tapi karena ada ketentuan nilai rapor ga boleh di bawah KKM, maka harus dikatrol 😌",nilai rapor murni juga sama kayak nilai tka cuma even yang dapat saja sudah alhamdulillah tapi karena ada ketentuan nilai rapor tidak boleh di bawah kkm maka harus dikatrol
Bukankah wajib belajar itu dari SD - SMP? Kl siswa lulusan SD ga ikut TKA ga bs masuk SMP dong.,bukankah wajib belajar itu dari sd sampai kalau siswa lulusan sd tidak ikut tka tidak bisa masuk sampai dong
"GILA ANJ iseng nyoba tka bionya adek adek SUSAH BGT JINK. keknya gua pas sma jg setolol itu anjink gk bs jawap,,,,YG SKRG AJA OON??? 😭😭😭😭😭 Susah bgt anj macam ujian blok",gila anjing iseng mencoba tka bionya adek adek susah banget jink kayaknya gua pas sama juga setolol itu anjink tidak bisa jawapyg sekarang saja oon susah banget anjing macam ujian blok
"dah, aku kudu fokus tka seabrek",sudah aku kudu fokus tka seabrek
kak ada bocoran soal TKA fisika? ptn!,kak ada bocoran soal tka fisika
"pagi gusyy, sekedar mengingatkan sekarang udah H-2 TKA 😇",pagi gusyy sekedar mengingatkan sekarang sudah h tka
"snbp bonus
snbp bonus
snbp bonus
snbp bonus
snbp bonus

nilai tka kecil, kita tetep manusia
nilai tka kecil, kita tetep manusia
nilai tka kecil, kita tetep manusia
nilai tka kecil, kita tetep manusia

tapi ya Allah, kalau memang rezekinya tolong loloskan hamba di SNBP

🤲🏻",snbp bonus snbp bonus snbp bonus snbp bonus snbp bonus nilai tka kecil kita tetap manusia nilai tka kecil kita tetap manusia nilai tka kecil kita tetap manusia nilai tka kecil kita tetap manusia tapi ya allah kalau memang rezekinya tolong loloskan hamba di snbp
"""you look less happy"" ofkors bentar lagi tka and i still don't know wtf is going on in every mapel bitch ofkors gw sampe penyakitan ofkors gw susah tidur ofkors gausa nanya ini semua udh ofkors bgt tai❤️",you look less happy ofkors bentar lagi tka and i still dont know wtf is going on ini every mata pelajaran bitch ofkors gue sampai penyakitan ofkors gue susah tidur ofkors tidak usah bertanya ini semua sudah ofkors banget tahi
to tka matematika susah bngt 😔,try out tka matematika susah banget
WKWK NILAI TKA AKU GD YG KURANG ALHAMDULILLAH 😭😭😭🫰🏻,wkwk nilai tka aku gd yang kurang alhamdulillah
HUHUHU ALHAMDULILLAH NILAI TKA AKU GAADA YANG KURANG,huhuhu alhamdulillah nilai tka aku tidak ada yang kurang
"baru liat hasil tka, wkwkwkwk

ada yang mini nilainya, tp gpp yang lainnya cukup memuaskan Alhamdulillah",baru lihat hasil tka wkwkwkwk ada yang mini nilainya tapi tidak apa-apa yang lainnya cukup memuaskan alhamdulillah
teman teman siapa ingin muts bersamaku ☝🏻☝🏻☝🏻 agar aku semangat belajar tka plzz lupyu 💕💕,teman teman siapa ingin muts bersamaku agar aku semangat belajar tka plzz lupyu
"@PutraBayum17860 @Ajacocagrivy @sbmptnfess Ini eksposur siswa bernama Nurul Hikmah Rindiawati dari SMAN 7 Garut yang ketahuan curang saat ujian TKA (Tes Kemampuan Akademik) secara live, mungkin dengan cara melihat jawaban atau bantuan eksternal. Postingan ini disebarkan untuk mencegah kecurangan serupa di masa depan,",ini eksposur siswa bernama nurul hikmah rindiawati dari sman garut yang ketahuan curang saat ujian tka tes kemampuan akademik secara live mungkin dengan cara melihat jawaban atau bantuan eksternal postingan ini disebarkan untuk mencegah kecurangan serupa di masa depan
"Bagi yang punya diamond, #MasihBisa kerjain TO TKA yang terlewat yah 😉✨

Cek caranya di sini ⬇️⬇️⬇️",bagi yang punya diamond masihbisa kerjain try out tka yang terlewat ya cek caranya di sini
"temen temen AKT 26, studyplan kalian gimana setelah kelas 12?? apakah fokus ke TKA… atau SNBT? akuuu bingung banget jujur kepecaaahhh sekali fokusku 🥹",teman teman angkatan studyplan kalian bagaimana setelah kelas apakah fokus ke tka atau snbt aku bingung banget jujur kepecah sekali fokusku
sch! siapa yang disini tka nya tanggal 5-6🙋,siapa yang disini tka nya tanggal
"@greseuu X Wrapped 2025-mu!

- Kamu ngepost 50+ kali, mostly di akhir tahun.
- Tema favorit: , TKA, ujian, kuota sekolah, &amp; doa nilai 90an.
- Post top: ""ALHAMDULILLAH, IZIIN"" (6 likes) &amp; curhat mati lampu di Aceh (7 likes).
- Highlight: Semangat belajar meski banjir &amp; gempa, plus minta",kali wrapped mu kamu ngepost kali mostly di akhir tahun tema favorit tka ujian kuota sekolah   doa nilai an post top alhamdulillah iziin likes   curhat mati lampu di aceh likes highlight semangat belajar meski banjir   gempa plus meminta
ones! Kakak-kakak yang abiss tka gimanaa kabarnyaa? Susah ga kakk? 🫠,ones kakakkakak yang habis tka bagaimana kabarnyaa susah tidak kak
@estehkampulsusu alhamdulillah ada yg lebih kecil dari nilai TKA gweh,alhamdulillah ada yang lebih kecil dari nilai tka gweh
Ya Allah alhamdulillah aku angkatan 24. Egk bisa bayangin kalo aku ikut tka kayaknya gabisa aku masuk universitas di bandung padjadjaran lambang kemajuan ini,ya allah alhamdulillah aku angkatan egk bisa bayangkan kalau aku ikut tka kayaknya tidak bisa aku masuk universitas di bandung padjadjaran lambang kemajuan ini
Semoga tiba-tiba otaknya jerome polin atau maudy ayunda pindah ke aku di TKA mapel MTK nanti (aku sudah riyal pasrah),semoga tibatiba otaknya jerome polin atau maudy ayunda pindah ke aku di tka mata pelajaran matematika nanti aku sudah riyal pasrah
"gua udh blg ke ayah gua kalo gua pasrah soal nilai tka, katanya iya gpp, alhamdulillah, TAPI TTP GUA KECEWA GILAK",gua sudah bilang ke ayah gua kalau gua pasrah soal nilai tka katanya iya tidak apa-apa alhamdulillah tapi tetap gua kecewa gila
"review TKA gel 2 sesi 1
1. indo 
sumpah suka bgt tapi emg agak tricky sih dan di multiple choicenya banyak yang ngejebak, tapi kalo paham sama udah ngerti isi bacaannya tuh ok ok aja sbnrnya, perbandingan sm to tka diy lebih susah to tka diy–",review tka gel sesi indonesia sumpah suka banget tapi memang agak tricky sih dan di multiple choicenya banyak yang ngejebak tapi kalau paham sama sudah mengerti isi bacaannya tuh ok ok saja sbnrnya perbandingan sama try out tka diy lebih susah try out tka diy
try out tka kenapa susah banget hiks,try out tka kenapa susah banget hiks
aku sbnrnya suka dan cintamati sm fisika tp knp tka susah bgt tonya ya Allah turunkanlah otak orang cerdas kpdku amin,aku sbnrnya suka dan cintamati sama fisika tapi kenapa tka susah banget tonya ya allah turunkanlah otak orang cerdas kpdku amin
"Alhamdulillah TKA gua gada yang 20 an wkkwkwkwk
Assalamualaikum ITB",alhamdulillah tka gua tidak ada yang an wkkwkwkwk assalamualaikum itb
oh iya mw update nilai tka aku bagus (bagi ak) alhamdulillah allah baik banget 😭,oh iya mau update nilai tka aku bagus bagi aku alhamdulillah allah baik banget
stud! ada yg punya list ch yt buat belajar utbk per sub test? atau tka?,ada yang punya list ch yt buat belajar utbk per sub test atau tka
gara gara katanya skrg masuk kuliah jalur prestasi ga pake rapot lagi tapi pake TKA jadi gada motivasi buat bagusin nilai,gara gara katanya sekarang masuk kuliah jalur prestasi tidak pakai rapot lagi tapi pakai tka jadi tidak ada motivasi buat bagusin nilai
"Alhamdulillah ya Allah gak ngalamin TKA bosok itu 😅🙏🏻 UNTUNG GW DISEKOLAHIN SM IBU UMUR 6 TAHUN ANGKATAN 25, KALAU NUNGGU 7 TAHUN KEBURU ANGKATAN 26 GWEH😭😭😭😭😭😭😭😭😭",alhamdulillah ya allah tidak ngalamin tka bosok itu untung gue disekolahin sama ibu umur tahun angkatan kalau menunggu tahun keburu angkatan gweh
gasuka TKA ak ingin belajar SNBT sajaaaaa,gasuka tka aku ingin belajar snbt saja
habis tka yg gw anjing2in pertama itu to nf ANJIR SUSAH BAT WOI,habis tka yang gue anjingin pertama itu try out nf anjir susah banget woi
"sedikit diluar nilai TKA tapi mau cerita pengalaman pribadi, saya SMA di daerah dan kuliah di salah satu PTN di jawa barat, semasa SMA saya tidak pernah masuk 10 besar dan ketika kuliah alhamdulillah so far nilai masih memuaskan, lanjut -&gt;",sedikit diluar nilai tka tapi mau cerita pengalaman pribadi saya sama di daerah dan kuliah di salah satu ptn di jawa barat semasa sama saya tidak pernah masuk besar dan ketika kuliah alhamdulillah sok far nilai masih memuaskan lanjut begitu
"tka fisika susah bgt demi Allah ketawa dikit liat hasil to mipy banyakan ""65-80% menjawab salah soal ini""😭😭😭😭😭😭",tka fisika susah banget demi allah ketawa dikit lihat hasil try out mipy banyakan menjawab salah soal ini
"thank god aku udaa gapernah nangisin masalah masalah percintaan 😑😑😑
but currently, im crying over gimana nantii diri aku pas ngehadapin semua soal TKA yg susah dan menyeramkan itu T^T pasti aku mules tiap saat",thank god aku udaa tidak pernah nangisin masalah masalah percintaan but currently im crying over bagaimana nanti diri aku pas ngehadapin semua soal tka yang susah dan menyeramkan itu tt pasti aku mules tiap saat
"Selesai ngerjain TKA besok Senin:
✅ Ucap syukur karena udah dikasih kelancaran 
✅ Istirahat yang cukup dan siapin ujian besoknya
✅ Soalnya simpen sendiri, ga usah diceritain orang, ga usah kasih tahu siapapun, karena itu bukan keharusan

Bisa ya? 🤝",selesai ngerjain tka besok senin ucap syukur karena sudah dikasih kelancaran istirahat yang cukup dan siapin ujian besoknya soalnya simpan sendiri tidak usah diceritain orang tidak usah kasih tahu siapapun karena itu bukan keharusan bisa ya
"Bagi aku belajar TKA di hari senin—jumat tuh susah, kayak waktu yg ada tuh kepake buat ngerjain tugas lain/ngerjain lomba gituuu huhuhu😢😢",bagi aku belajar tka di hari seninjumat tuh susah kayak waktu yang ada tuh kepake buat ngerjain tugas lainngerjain lomba begitu huhuhu
"Haloo, kalian disini yang bakal tka ada rekomendasi buku yang kalian beli atau kalian pelajari gakk?",haloo kalian disini yang bakal tka ada rekomendasi buku yang kalian beli atau kalian pelajari tidak
Alhamdulillah ranking angkatan aku naik di sem 6 tapi kayaknya bakal tetep kena sabotage nilai tka 😹😹😹😹😹😹😹😹😹😹😹,alhamdulillah ranking angkatan aku naik di sem tapi kayaknya bakal tetap kena sabotage nilai tka
"@iHeartDenji abang🥹🥹 i did my best dan masuk 10 besar alhamdulillah, nilai tka aku juga mumpuni walaupun ga bagus bagus banget huhuhu",abang i did my best dan masuk besar alhamdulillah nilai tka aku juga mumpuni walaupun tidak bagus bagus banget huhuhu
ALHAMDULILLAH TKA GUE DAPET 4 ISTIMEWA YA ALLAH ALL PRAISES BE UPON YOU,alhamdulillah tka gue dapat istimewa ya allah all praises be upon you
"TKA 2/5 
HUHU SUSAH BGT YA ALLAH
MTK IPA : logaritma, matriks, fungsi, trigono, bangun ruang jg ada nnt nentuin sudut pake trigono, pokokny mat ipa lebih susah dr matdas
FISIKA : 0/5 maaf tp aku udh pasrah bgt ini, yg keluar fluida, molaritas, GLBB, optik, selebihny lupa",tka huhu susah banget ya allah matematika ipa logaritma matriks fungsi trigono bangun ruang juga ada nanti menentukan sudut pakai trigono pokokny mat ipa lebih susah dari matdas fisika maaf tapi aku sudah pasrah banget ini yang keluar fluida molaritas glbb optik selebihny lupa
"@darksuncb alhamdulillah ripiu jujur liat nilai tka, langsung disuruh belajar lagi😍 biar dapet nilai bagus",alhamdulillah ripiu jujur lihat nilai tka langsung disuruh belajar lagi biar dapat nilai bagus
Alhamdulillah nilai TKA ga jelek jelek banget 🥲,alhamdulillah nilai tka tidak jelek jelek banget
"ya Allah alhamdulillah nilai tka aku di atas rata rata semua, proud of meee 🥹",ya allah alhamdulillah nilai tka aku di atas rata rata semua proud of me
"Ya allah alhamdulillah aku ga ikut tka, kalo aku ikut tka kyknya udh mati apalagi liat nilai rerata mtk nya bisa stress gue😭😭😭😭😭",ya allah alhamdulillah aku tidak ikut tka kalau aku ikut tka kayaknya sudah mati apalagi lihat nilai rerata matematika nya bisa stres gue
brp pohon yg sdh ditebang buat latsol tka itu...,berapa pohon yang sudah ditebang buat latihan soal tka itu
Gue jd penasaran soal tka kek gimana,gue jadi penasaran soal tka kayak bagaimana
"buat angkatan 26, kagak usah ngeluh dah. TKA bagus buat basic jurusan lo, kami angkatan 25 banyak yang kewalahan di perkuliahan karena kebanyakan fokus utbk dan gak belajar materi kuliah.",buat angkatan kagak usah ngeluh sudah tka bagus buat basic jurusan lo kami angkatan banyak yang kewalahan di perkuliahan karena kebanyakan fokus utbk dan tidak belajar materi kuliah
"@haevhancheah balas di UTBK kak, pelaksanaan TKA terkesan dadakan &amp; buru"", tapi sisi baiknya kalian lebih siap untuk UTBK karena materi""nya banyak yang selinear (terutama Math -&gt; PK PM), semangaatt 🙌🏻‼️",balas di utbk kak pelaksanaan tka terkesan dadakan   buru tapi sisi baiknya kalian lebih siap untuk utbk karena materinya banyak yang selinear terutama math begitu pakai pm semangat
ada yang punya list materi buat tka ngga?,ada yang punya list materi buat tka tidak
"stop nyudutin angkatan 26 bisa gak? soal sepanjang itu harus dikerjain dalam waktu 2 menit/1 soal, belum juga ada yg servernya eror jadinya kurang waktu. even guru guru aja pada bilang soal TKA susah banget wkwk kocak.",stop nyudutin angkatan bisa tidak soal sepanjang itu harus dikerjain dalam waktu menit soal belum juga ada yang servernya eror jadinya kurang waktu even guru guru saja pada bilang soal tka susah banget wkwk kocak
Beda dengan kisi2 iya...tapi kalo lebih susah dari UTBK? Nope...anak2 saya (karena selama persiapan TKA yg mepet) aku latih juga pakai soal UTBk hasilnya nilai mereka paling jelek 7.,beda dengan kisi iyatapi kalau lebih susah dari utbk nopeanak saya karena selama persiapan tka yang mepet aku latih juga pakai soal utbk hasilnya nilai mereka paling jelek
"@yahee_r bisa kok kak, soal tka mtk nya banyk cerita nya dgn waktu 2 menit persoal. kayak penalaran matematika. pm aja waktunya banyak aku masi bisa santai cmn kmrn matwa ngitung linear butuh waktu lama krna 3 variabel terus soal cerita panjangggg bgttt….",bisa kok kak soal tka matematika nya banyk cerita nya dengan waktu menit persoal kayak penalaran matematika pm saja waktunya banyak aku masih bisa santai cuman kemarin matwa ngitung linear butuh waktu lama karena variabel terus soal cerita panjang banget
"H-1 TKA, semoga kita semua dipermudah dalam mengerjakan semua soal TKA, dapet nilai 90+++ predikat istimewa di semua mata pelajaran🥰🥰🤲🤲🤲",h tka semoga kita semua dipermudah dalam mengerjakan semua soal tka dapat nilai predikat istimewa di semua mata pelajaran
